Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG217_2 - polyg	(1, 0.22540078526841967)	(2, 0.2258894997014834)	(3, 0.22599293132752862)	(4, 0.22609377716292273)	(5, 0.22618686562636345)	(6, 0.22628771146175755)	(7, 0.22643251573822087)	(8, 0.22656697685207966)	(9, 0.2271410223766307)	(10, 0.23179906565557773)	(15, 0.2367218938972005)	(20, 0.23737506461567612)	(25, 0.23797083078169665)	(30, 0.23867416583880424)	(35, 0.23964745743988985)	(40, 0.24037820187789943)	(45, 0.24102413238255188)	(50, 0.24193019342670813)	(55, 0.24311500270305625)	(60, 0.24388298252644208)	(65, 0.24455218514695476)	(70, 0.2452627604178855)	(75, 0.25916552243275526)	(80, 0.29188301438338293)	(85, 0.3261369831389125)	(90, 0.3493899641482712)	(95, 0.3721842258961193)	(100, 0.4047026119666099)	(105, 0.4554921947779905)	(110, 0.5199642302407648)	(115, 0.588740055663281)	(120, 0.6581152673587294)	(125, 0.7256468103199214)	(130, 0.7917809920132426)	(135, 0.8573731919860865)	(140, 0.896961646854899)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218_1 - illumina_universal_adapter	(1, 0.0075687062493745355)	(2, 0.012911613703136475)	(3, 0.020750188772001302)	(4, 0.02811835030230507)	(5, 0.03053479037407136)	(6, 0.03335974746616699)	(7, 0.03565982208365765)	(8, 0.038962620296502146)	(9, 0.042329790888307635)	(10, 0.05057044573960571)	(15, 0.05867839445581498)	(20, 0.06968458574170623)	(25, 0.0925471788879196)	(30, 0.13304730869729764)	(35, 0.1840540010974005)	(40, 0.2377836451275531)	(45, 0.29071457648644367)	(50, 0.3430423881716843)	(55, 0.3937519772842749)	(60, 0.4438841956748)	(65, 0.4933177261675256)	(70, 0.5430399420212837)	(75, 0.593727248387311)	(80, 0.6455975210097827)	(85, 0.6984779448097962)	(90, 0.753906524472373)	(95, 0.811809479347781)	(100, 0.8728736132023194)	(105, 0.9376649077986989)	(110, 1.0061670224561063)	(115, 1.0791692615750326)	(120, 1.1566117093258295)	(125, 1.238975177862121)	(130, 1.3263502836865981)	(135, 1.4200304164442312)	(140, 1.4788142825671131)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 4.7041353856106044e-05)	(4, 6.93241004195247e-05)	(5, 9.408270771221209e-05)	(6, 0.00012131717573416822)	(7, 0.00017083439031954301)	(8, 0.00020797230125857408)	(9, 0.00027977226240736755)	(10, 0.00043228528333032185)	(15, 0.0008625898780772287)	(20, 0.001189898666486556)	(25, 0.0015300819306880808)	(30, 0.0019296858523920554)	(35, 0.0023941573252028708)	(40, 0.0029210204883912587)	(45, 0.0034731374310181876)	(50, 0.003949988207475346)	(55, 0.0045006196336647136)	(60, 0.0052735833533424144)	(65, 0.013950980037283489)	(70, 0.29895473616559587)	(75, 0.349249371019961)	(80, 0.36823724212486886)	(85, 0.37912855347292207)	(90, 0.39114489593635493)	(95, 0.4139342036049819)	(100, 0.45352965390388517)	(105, 0.5049265419549208)	(110, 0.5600476197149226)	(115, 0.6150686727014617)	(120, 0.6697807382689882)	(125, 0.7233157796458202)	(130, 0.7761952131015419)	(135, 0.8284551862028007)	(140, 0.8601189690694185)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218_2 - illumina_universal_adapter	(1, 0.00773706477896481)	(2, 0.013141868750958468)	(3, 0.021002726566386715)	(4, 0.02844021219711001)	(5, 0.030856652268876298)	(6, 0.03374103001847438)	(7, 0.03605100807888211)	(8, 0.039378564899019294)	(9, 0.04281753545197357)	(10, 0.05114930197810874)	(15, 0.05938104373078144)	(20, 0.07063729695032883)	(25, 0.09398912017664574)	(30, 0.13532856677324584)	(35, 0.18746029028872843)	(40, 0.2424570798401208)	(45, 0.2968522352343008)	(50, 0.3505838599530369)	(55, 0.40268735865620575)	(60, 0.45436451414179463)	(65, 0.505467765110339)	(70, 0.5568755469485833)	(75, 0.6092305931018459)	(80, 0.6630503584625439)	(85, 0.7180105052751432)	(90, 0.7755455472461817)	(95, 0.8357292650253921)	(100, 0.8990315769791895)	(105, 0.9660273779689097)	(110, 1.0369726719939598)	(115, 1.112557729025659)	(120, 1.1927959187119463)	(125, 1.2780130643247927)	(130, 1.3684775491672514)	(135, 1.465749165498762)	(140, 1.526952442726285)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG218_2 - polyg	(1, 0.29708348062641454)	(2, 0.29774453544112933)	(3, 0.2978361422881122)	(4, 0.2979252732743659)	(5, 0.29804906631082934)	(6, 0.2981555283221879)	(7, 0.29833379029469526)	(8, 0.29847986607772214)	(9, 0.2991458726138954)	(10, 0.3044600600831978)	(15, 0.31003470810121936)	(20, 0.31077053390995796)	(25, 0.3114201997653181)	(30, 0.3121342379996392)	(35, 0.31317261398949453)	(40, 0.3139594425292561)	(45, 0.3146076228681787)	(50, 0.31559549129915687)	(55, 0.3168111389172279)	(60, 0.31753607093875774)	(65, 0.3181926692041598)	(70, 0.31893493225079456)	(75, 0.3314157461870383)	(80, 0.35816989722751635)	(85, 0.38128502816811505)	(90, 0.39803373082947224)	(95, 0.4148220472624978)	(100, 0.4400094736334944)	(105, 0.48029717459230126)	(110, 0.5308126562237172)	(115, 0.584470500292721)	(120, 0.6380709043928057)	(125, 0.6919545469603189)	(130, 0.7448003087101226)	(135, 0.7977262883475547)	(140, 0.8299555578047375)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219_1 - illumina_universal_adapter	(1, 0.007669266777515037)	(2, 0.01289818767301778)	(3, 0.02040842067395224)	(4, 0.02810236510645392)	(5, 0.030962231123239113)	(6, 0.034184036079828374)	(7, 0.037117935061573494)	(8, 0.041055392012775346)	(9, 0.0457085009585898)	(10, 0.05697412465615801)	(15, 0.06740070808418043)	(20, 0.08122184005369856)	(25, 0.10660746954228983)	(30, 0.15313142990010484)	(35, 0.21625138743260255)	(40, 0.2839164206213065)	(45, 0.35157542149434723)	(50, 0.4191011630304599)	(55, 0.48540453805623435)	(60, 0.550464707663015)	(65, 0.615886267817267)	(70, 0.6820322542434598)	(75, 0.7500098710619947)	(80, 0.8209904842962372)	(85, 0.8935685643966149)	(90, 0.9691068663107234)	(95, 1.0487049166663012)	(100, 1.1327087510254938)	(105, 1.2213048227815337)	(110, 1.3156370783411355)	(115, 1.4163581045806115)	(120, 1.522780217514335)	(125, 1.636593013920391)	(130, 1.757652266615191)	(135, 1.888384063280088)	(140, 1.9710372073230118)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 5.4839233303647026e-05)	(4, 9.04847349510176e-05)	(5, 0.0001069365049421117)	(6, 0.00014806592991984698)	(7, 0.0001864533932323999)	(8, 0.00022484085654495283)	(9, 0.00028516401317896456)	(10, 0.0004140362114425351)	(15, 0.0007518458885930007)	(20, 0.0009827190608013548)	(25, 0.0012432054189936783)	(30, 0.0015832086654762895)	(35, 0.001998341661584898)	(40, 0.002406893949697068)	(45, 0.0028318980078003322)	(50, 0.0032311276262508826)	(55, 0.0036983578939979557)	(60, 0.004381106348628361)	(65, 0.013333611185448738)	(70, 0.26092342688175346)	(75, 0.3072795791856593)	(80, 0.3296282119338946)	(85, 0.3424847217896016)	(90, 0.3569611825970983)	(95, 0.3821806492087795)	(100, 0.42661907352405687)	(105, 0.488842957984373)	(110, 0.5575274525201918)	(115, 0.626836565923339)	(120, 0.6968794282680892)	(125, 0.7658128929231067)	(130, 0.8334241836631732)	(135, 0.9010480874268992)	(140, 0.9426809365663621)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219_2 - illumina_universal_adapter	(1, 0.007737815819144595)	(2, 0.012983188484638433)	(3, 0.020551002680541722)	(4, 0.02828607653802114)	(5, 0.031165136286462607)	(6, 0.03440887693637333)	(7, 0.03736196964977472)	(8, 0.04133781406428913)	(9, 0.04599366497176876)	(10, 0.057325644141634394)	(15, 0.06782571214228368)	(20, 0.08178503897972703)	(25, 0.10752547830779288)	(30, 0.1547036707189204)	(35, 0.21869173331461486)	(40, 0.28739596997442296)	(45, 0.35608210968724086)	(50, 0.4245850863608246)	(55, 0.49182621227609136)	(60, 0.5577528417690698)	(65, 0.624354542224016)	(70, 0.6918314768424886)	(75, 0.7611087834903199)	(80, 0.8333857961998605)	(85, 0.9075476333580476)	(90, 0.9846943699849522)	(95, 1.0660730502458993)	(100, 1.1517083517958753)	(105, 1.2420296658316479)	(110, 1.3383207788048557)	(115, 1.4409710492719543)	(120, 1.5495231180271916)	(125, 1.665624904031342)	(130, 1.789276407284405)	(135, 1.9231570727255978)	(140, 2.007848042678085)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG219_2 - polyg	(1, 0.25034658395447906)	(2, 0.25092513786583254)	(3, 0.25101562260078353)	(4, 0.25111981714406045)	(5, 0.25123497953399815)	(6, 0.25138578742558315)	(7, 0.2515475631638289)	(8, 0.2517367585187265)	(9, 0.25236192577838806)	(10, 0.25754862046424704)	(15, 0.2630138984552885)	(20, 0.26373338919623235)	(25, 0.26435033057089835)	(30, 0.2650939505744958)	(35, 0.2660920246206222)	(40, 0.2668021926919044)	(45, 0.2674591667068821)	(50, 0.268464918245671)	(55, 0.26970099456433516)	(60, 0.27049451827023896)	(65, 0.2712101702648516)	(70, 0.27193240296746063)	(75, 0.2840315830112442)	(80, 0.3121668516576804)	(85, 0.3402993783424513)	(90, 0.35993346904215595)	(95, 0.379691496409127)	(100, 0.4076924089339692)	(105, 0.4530801003777326)	(110, 0.5139724882534363)	(115, 0.5801097004023006)	(120, 0.6473343745475763)	(125, 0.7148562773373578)	(130, 0.7815369462882614)	(135, 0.8475129310912131)	(140, 0.887479764322911)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220_1 - illumina_universal_adapter	(1, 0.006482814870362901)	(2, 0.011483333227667617)	(3, 0.018109020051096367)	(4, 0.024422174477193574)	(5, 0.02680188544544662)	(6, 0.0295432410448976)	(7, 0.03206135921768319)	(8, 0.035597440056062954)	(9, 0.039401405806441185)	(10, 0.04913902235758546)	(15, 0.05812656115513404)	(20, 0.06881070439533955)	(25, 0.08983341933927258)	(30, 0.12789450763601476)	(35, 0.177480004846931)	(40, 0.22887551111325025)	(45, 0.2784110031405934)	(50, 0.32564804262298974)	(55, 0.36977851007591056)	(60, 0.4112578098497532)	(65, 0.45157806090434915)	(70, 0.4904704853779932)	(75, 0.5289592965842262)	(80, 0.5674159616010195)	(85, 0.6065048350101291)	(90, 0.6459874992398766)	(95, 0.685871097887915)	(100, 0.7266574686893882)	(105, 0.7685278804347486)	(110, 0.8110680044601052)	(115, 0.8560682049273144)	(120, 0.9018658094825722)	(125, 0.9503369054595749)	(130, 1.0007332010041399)	(135, 1.0541271287139673)	(140, 1.0869207066911133)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 4.9112233866385615e-05)	(4, 6.250647946630897e-05)	(5, 9.375971919946345e-05)	(6, 0.00011608346186600236)	(7, 0.00014733670159915684)	(8, 0.0001875194383989269)	(9, 0.0002143079295987736)	(10, 0.00032414074351814505)	(15, 0.0006848924250094139)	(20, 0.0009733151802610968)	(25, 0.0012135186513530555)	(30, 0.0015108709036713538)	(35, 0.0018912674787091772)	(40, 0.002230588367240568)	(45, 0.002637773433478238)	(50, 0.0032128330445682805)	(55, 0.004299552837575395)	(60, 0.004923724682531824)	(65, 0.0117253225981729)	(70, 0.24179738631834963)	(75, 0.29766835651445656)	(80, 0.31861606368303)	(85, 0.3307682162409871)	(90, 0.3422158314803883)	(95, 0.36223219210491375)	(100, 0.3980957311735619)	(105, 0.4473544087918399)	(110, 0.4996723321051405)	(115, 0.5513116136413784)	(120, 0.6011873195069596)	(125, 0.648170761272664)	(130, 0.6920690618018528)	(135, 0.7349592221122208)	(140, 0.7606815313623135)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220_2 - illumina_universal_adapter	(1, 0.006634616320495366)	(2, 0.011737823894066161)	(3, 0.01851084741909407)	(4, 0.024864184581991043)	(5, 0.027315331526777016)	(6, 0.030092405114494458)	(7, 0.032650706024079816)	(8, 0.03626715233605912)	(9, 0.0400979065776372)	(10, 0.04994624889240751)	(15, 0.05904987115182207)	(20, 0.06996975311458627)	(25, 0.09145590895627662)	(30, 0.13051531502506641)	(35, 0.18116520828632324)	(40, 0.23398496933476762)	(45, 0.28491792765303614)	(50, 0.333359556289719)	(55, 0.37859460252978006)	(60, 0.42136242873033536)	(65, 0.46305425053436344)	(70, 0.5033798592871993)	(75, 0.5433161419679308)	(80, 0.58308990780205)	(85, 0.6235708898038448)	(90, 0.664544780043717)	(95, 0.7061607011226789)	(100, 0.7485758121891027)	(105, 0.7921169328356271)	(110, 0.8364286690790002)	(115, 0.8830656463585198)	(120, 0.9307446959457136)	(125, 0.9814079834525703)	(130, 1.0340562981573358)	(135, 1.0895852686157914)	(140, 1.1238977540439683)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG220_2 - polyg	(1, 0.2368593744405112)	(2, 0.2374263975042413)	(3, 0.23754248096610728)	(4, 0.23765409967943998)	(5, 0.23774339465010613)	(6, 0.23786394286050544)	(7, 0.23796216732823822)	(8, 0.23816754576077037)	(9, 0.2388149342981)	(10, 0.2442610345590288)	(15, 0.24982589713094366)	(20, 0.2505090036565397)	(25, 0.251159963992696)	(30, 0.2518394987194655)	(35, 0.2528279940447398)	(40, 0.25347002488382947)	(45, 0.2539736485183866)	(50, 0.2547648019584887)	(55, 0.2559711770121885)	(60, 0.2566498187892513)	(65, 0.25722487840034136)	(70, 0.25789101888151084)	(75, 0.2686251673052894)	(80, 0.29418763855788976)	(85, 0.3217940716890385)	(90, 0.34122822910482065)	(95, 0.3587800485389602)	(100, 0.383325450075673)	(105, 0.42186873121401247)	(110, 0.47092024450034503)	(115, 0.5224104034355704)	(120, 0.5731228031762935)	(125, 0.6217573089496151)	(130, 0.6683773201847084)	(135, 0.7122113283350175)	(140, 0.7386301383563064)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221_1 - illumina_universal_adapter	(1, 0.005697836315641926)	(2, 0.009754308899818355)	(3, 0.01569962986821158)	(4, 0.021349107113775665)	(5, 0.023451304336571163)	(6, 0.02602571365542086)	(7, 0.02849202622939068)	(8, 0.032616770441912295)	(9, 0.037594910008748726)	(10, 0.049570891480966654)	(15, 0.0609551855075263)	(20, 0.07580028216095065)	(25, 0.1040482373190073)	(30, 0.1575788832439947)	(35, 0.23017722603555613)	(40, 0.30762626802104304)	(45, 0.38482099819094406)	(50, 0.4607453071433884)	(55, 0.5344968715237474)	(60, 0.607613509760496)	(65, 0.680029225946234)	(70, 0.7524034102247289)	(75, 0.8247298043633821)	(80, 0.8983266197194917)	(85, 0.9739277762977689)	(90, 1.0522142835909567)	(95, 1.1325421125716657)	(100, 1.216091793480031)	(105, 1.3033901557147833)	(110, 1.394923634627882)	(115, 1.4911354268733343)	(120, 1.5924943309657775)	(125, 1.6996938728631517)	(130, 1.8125679249364821)	(135, 1.9328272604060541)	(140, 2.0082668407972477)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 9.102883779358045e-05)	(4, 0.00014507721023351885)	(5, 0.0001820576755871609)	(6, 0.0002076595362166054)	(7, 0.00022472744330290172)	(8, 0.00026455255983759315)	(9, 0.0003043776763722846)	(10, 0.00041531907243321073)	(15, 0.0007629354467574461)	(20, 0.0010041618669104344)	(25, 0.001219786426433978)	(30, 0.0014985622421768183)	(35, 0.001867797965477029)	(40, 0.002229068665470301)	(45, 0.0026438188076673024)	(50, 0.00297948764703113)	(55, 0.0033515680215123896)	(60, 0.003967719467327688)	(65, 0.014058266136746081)	(70, 0.2853395638779935)	(75, 0.3222830487662819)	(80, 0.34521378193672103)	(85, 0.3589784800715828)	(90, 0.37453929096215915)	(95, 0.40276676463171224)	(100, 0.454937667292158)	(105, 0.527312420500889)	(110, 0.6061263261230434)	(115, 0.685303778166136)	(120, 0.7640676179275039)	(125, 0.8413380158188207)	(130, 0.9170552341652847)	(135, 0.992149473903099)	(140, 1.03795347829012)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221_2 - illumina_universal_adapter	(1, 0.005791709804616556)	(2, 0.009902230761232924)	(3, 0.01587599824143664)	(4, 0.021610815022432207)	(5, 0.023758526664124497)	(6, 0.02640974156486253)	(7, 0.028881743441194447)	(8, 0.03304631277025075)	(9, 0.03807850070952712)	(10, 0.05014266636835758)	(15, 0.06164188430263162)	(20, 0.07670601909699677)	(25, 0.1054938890492166)	(30, 0.15992572046836045)	(35, 0.23385479108241683)	(40, 0.3127625701935458)	(45, 0.39148829162908766)	(50, 0.46901869063835255)	(55, 0.5441994077720707)	(60, 0.6188294004371375)	(65, 0.6929729577502449)	(70, 0.7671284625983129)	(75, 0.8410973583289041)	(80, 0.916559695929546)	(85, 0.9942852380098308)	(90, 1.074782039270694)	(95, 1.1573946920800218)	(100, 1.2433634643527518)	(105, 1.3333170239998953)	(110, 1.4273020233008222)	(115, 1.526295884401341)	(120, 1.6309693760499429)	(125, 1.7413754087585958)	(130, 1.858121031089335)	(135, 1.9828294010060676)	(140, 2.061066411368705)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG221_2 - polyg	(1, 0.2813530697128709)	(2, 0.2818821748325461)	(3, 0.2819646697167965)	(4, 0.2820300966939606)	(5, 0.28210121297348684)	(6, 0.2822007757648236)	(7, 0.2822747366955309)	(8, 0.2824653283246612)	(9, 0.28303994786323317)	(10, 0.2874616736590564)	(15, 0.2922651516433763)	(20, 0.292868786623995)	(25, 0.29340358104603226)	(30, 0.2939782005846043)	(35, 0.2948054251480534)	(40, 0.29542271445434115)	(45, 0.29592849343433175)	(50, 0.2967329607883325)	(55, 0.2978378233070521)	(60, 0.29852338424168495)	(65, 0.2990559029427774)	(70, 0.29956338871347665)	(75, 0.3088591398429098)	(80, 0.33155661161650285)	(85, 0.3585813667667083)	(90, 0.3772286241887232)	(95, 0.39660581910379544)	(100, 0.4263563190156824)	(105, 0.47747697646008475)	(110, 0.5467561802535978)	(115, 0.6214100679885856)	(120, 0.6966545053087592)	(125, 0.771954128861845)	(130, 0.8451686230992218)	(135, 0.9181379084047923)	(140, 0.962388164316724)																																						
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG222 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG222_1 - illumina_universal_adapter	(1, 0.005500583054209752)	(2, 0.00930011143173798)	(3, 0.014651345935465276)	(4, 0.01993929715508984)	(5, 0.021946642926828602)	(6, 0.024353939054096652)	(7, 0.026591635979969372)	(8, 0.029940587374686124)	(9, 0.033590767201731896)	(10, 0.04310958566332893)	(15, 0.051696367916660865)	(20, 0.06270765935053682)	(25, 0.08305196952388416)	(30, 0.11999675078306102)	(35, 0.1692103888978034)	(40, 0.22144390532992828)	(45, 0.2727965184473431)	(50, 0.3228601776341534)	(55, 0.3715862813281683)	(60, 0.41911101515677684)	(65, 0.4658571114577854)	(70, 0.5131550379961698)	(75, 0.5606018068187637)	(80, 0.6091218601397401)	(85, 0.6595140861376118)	(90, 0.7115476273919721)	(95, 0.7661985652768214)	(100, 0.8240744193195463)	(105, 0.8844451535547371)	(110, 0.9482534357823889)	(115, 1.0159888254883198)	(120, 1.0886076596618905)	(125, 1.16588363727915)	(130, 1.2484617415716728)	(135, 1.3364234814093836)	(140, 1.3924701954084029)																																						
