Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1127 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1127_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1127_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6794271.0	1 Gbp	0.0	150.0	46.0	63.09548369565333	150.0	150	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14375449.0	2.1 Gbp	0.0	150.0	45.0	51.739542956021054	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1128_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14375449.0	2.1 Gbp	0.0	150.0	45.0	55.70567624602696	150.0	150	pass	pass	pass	pass	warn	fail	pass	pass	warn	warn	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3812813.0	571.9 Mbp	0.0	150.0	55.0	54.16140319044702	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	warn
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1133_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3812813.0	571.9 Mbp	0.0	150.0	55.0	57.11205306613118	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass	warn
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12330460.0	1.8 Gbp	0.0	150.0	52.0	78.07690239184768	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1139_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12330460.0	1.8 Gbp	0.0	150.0	52.0	79.79826621283281	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10338993.0	1.5 Gbp	0.0	150.0	50.0	75.96448856740687	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1151_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10338993.0	1.5 Gbp	0.0	150.0	50.0	77.52700044180625	150.0	150	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20882006.0	3.1 Gbp	0.0	150.0	41.0	74.6092717636444	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1154_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20882006.0	3.1 Gbp	0.0	150.0	41.0	76.23808048476522	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37100378.0	5.5 Gbp	0.0	150.0	41.0	68.2692971700193	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1155_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37100378.0	5.5 Gbp	0.0	150.0	41.0	70.03479907107535	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43368132.0	6.5 Gbp	0.0	150.0	43.0	74.41107138890297	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1156_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43368132.0	6.5 Gbp	0.0	150.0	43.0	75.68593016355524	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50808526.0	7.6 Gbp	0.0	150.0	43.0	72.64315031488235	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1157_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50808526.0	7.6 Gbp	0.0	150.0	43.0	74.00121256355595	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41087565.0	6.1 Gbp	0.0	150.0	45.0	41.50584353795208	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1158_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	41087565.0	6.1 Gbp	0.0	150.0	45.0	44.076563490870974	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44663409.0	6.6 Gbp	0.0	150.0	46.0	59.06781091467679	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44663409.0	6.6 Gbp	0.0	150.0	46.0	60.98806636647114	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39779570.0	5.9 Gbp	0.0	150.0	43.0	69.10095063279952	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39779570.0	5.9 Gbp	0.0	150.0	43.0	71.50227312571205	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70611432.0	10.5 Gbp	0.0	150.0	43.0	63.53003084890504	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	70611432.0	10.5 Gbp	0.0	150.0	43.0	65.16242795631344	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31787073.0	4.7 Gbp	0.0	150.0	47.0	76.57150038859646	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31787073.0	4.7 Gbp	0.0	150.0	47.0	77.90255907794004	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17633778.0	2.6 Gbp	0.0	150.0	53.0	68.19022040929961	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17633778.0	2.6 Gbp	0.0	150.0	54.0	70.82413467231926	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48844949.0	7.3 Gbp	0.0	150.0	47.0	69.51576652609322	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48844949.0	7.3 Gbp	0.0	150.0	47.0	70.89714852140791	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17753867.0	2.6 Gbp	0.0	150.0	52.0	73.23121980885874	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17753867.0	2.6 Gbp	0.0	150.0	52.0	75.92273378962595	150.0	150	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18006577.0	2.7 Gbp	0.0	150.0	52.0	67.43498872756703	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18006577.0	2.7 Gbp	0.0	150.0	52.0	71.54237142411267	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48081876.0	7.2 Gbp	0.0	150.0	51.0	56.91001466031571	150.0	150	pass	pass	fail	pass	warn	fail	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	48081876.0	7.2 Gbp	0.0	150.0	51.0	59.06981995091963	150.0	150	pass	pass	pass	pass	warn	fail	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39922359.0	5.9 Gbp	0.0	150.0	46.0	74.39101013377366	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39922359.0	5.9 Gbp	0.0	150.0	46.0	75.67177439403811	150.0	150	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11833310.0	1.7 Gbp	0.0	150.0	41.0	34.253055303117364	150.0	150	pass	pass	fail	pass	warn	pass	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11833310.0	1.7 Gbp	0.0	150.0	41.0	37.44163906331527	150.0	150	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46740430.0	7 Gbp	0.0	150.0	36.0	17.350055660530142	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46740430.0	7 Gbp	0.0	150.0	37.0	20.017598362934464	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12020080.0	1.8 Gbp	0.0	150.0	47.0	68.39079434171849	150.0	150	pass	pass	fail	pass	fail	fail	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12020080.0	1.8 Gbp	0.0	150.0	47.0	70.75315784323033	150.0	150	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50393827.0	7.5 Gbp	0.0	150.0	45.0	61.53221148816787	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	50393827.0	7.5 Gbp	0.0	150.0	45.0	63.19623848465079	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40279985.0	6 Gbp	0.0	150.0	46.0	80.0147983729751	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_2	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40279985.0	6 Gbp	0.0	150.0	46.0	81.02246702002844	150.0	150	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_1	AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	51271868.0	7.6 Gbp	0.0	150.0	45.0	78.74909910490706	150.0	150	pass	pass	fail	pass	fail	pass	pass	pass	pass	pass	pass
