Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG27 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG27_1	(1.0, 10.881951712799399)	(2.0, 10.28186397971739)	(3.0, 11.008483151287482)	(4.0, 10.588106346401794)	(5.0, 9.570423817283116)	(6.0, 8.192628265322474)	(7.0, 7.037041226727133)	(8.0, 5.719209875382362)	(9.0, 4.835832156527699)	('>10', 21.22016245440374)	('>50', 0.4524858447326259)	('>100', 0.21181116941490769)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG27 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG27_2	(1.0, 12.79428859954414)	(2.0, 10.528651566934034)	(3.0, 10.975140792691604)	(4.0, 10.594505665507102)	(5.0, 9.528986776363887)	(6.0, 8.182118425584626)	(7.0, 6.735697724871568)	(8.0, 5.579664103889162)	(9.0, 4.509739866771659)	('>10', 19.891605410183963)	('>50', 0.44029399108948863)	('>100', 0.19318137363434434)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.04612570293431158)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG28 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG28_1	(1.0, 54.45749091673472)	(2.0, 25.445516208062124)	(3.0, 11.02731186993258)	(4.0, 4.491094100382269)	(5.0, 2.0160136474065258)	(6.0, 0.941183345603325)	(7.0, 0.48193694987582814)	(8.0, 0.26054417076926156)	(9.0, 0.1689184449695515)	('>10', 0.6997784955265764)	('>50', 0.008750119408548153)	('>100', 0.0014617313286488342)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG28 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG28_2	(1.0, 56.90008793779858)	(2.0, 24.451068912768665)	(3.0, 10.244854650285529)	(4.0, 4.204595826720772)	(5.0, 1.7757337326832423)	(6.0, 0.837985306088938)	(7.0, 0.4070691695592152)	(8.0, 0.258357980826533)	(9.0, 0.17689463503772956)	('>10', 0.6706878423517759)	('>50', 0.0011040362293452427)	('>100', 0.0027016234305600856)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0688583462191237)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG3 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG3_1	(1.0, 67.61008324440276)	(2.0, 21.08442525414031)	(3.0, 6.692150536014302)	(4.0, 2.291499006409708)	(5.0, 0.9518112762501058)	(6.0, 0.4201725050501444)	(7.0, 0.22744082793160664)	(8.0, 0.1370273748135434)	(9.0, 0.10591707270019862)	('>10', 0.47400898890644744)	('>50', 0.004326201989628474)	('>100', 0.0011377113912417573)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG3 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG3_2	(1.0, 69.34437364998608)	(2.0, 19.990356707563528)	(3.0, 6.326851964573095)	(4.0, 2.1899194102585526)	(5.0, 0.824810933143217)	(6.0, 0.39078500922588727)	(7.0, 0.20416901696115095)	(8.0, 0.13694242579360408)	(9.0, 0.09274532918645728)	('>10', 0.4301885193974388)	('>50', 0.00425685151098838)	('>100', 0.00286249018800834)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.06173769221198464)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG31 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG31_1	(1.0, 49.00149200767757)	(2.0, 20.20227544951394)	(3.0, 10.437472301310564)	(4.0, 6.320951616525451)	(5.0, 4.327994206399357)	(6.0, 2.9402330057208568)	(7.0, 2.059724538160813)	(8.0, 1.3993949139138964)	(9.0, 0.977401879471775)	('>10', 2.3186351277331183)	('>50', 0.0129689161980406)	('>100', 0.0014560373746058714)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG31 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG31_2	(1.0, 51.29753905354214)	(2.0, 19.447048362390372)	(3.0, 10.114010151748497)	(4.0, 6.117682527023606)	(5.0, 4.090527704314296)	(6.0, 2.8258280952280286)	(7.0, 1.8501259959342011)	(8.0, 1.2916678532050412)	(9.0, 0.8576788118541913)	('>10', 2.018250122458872)	('>50', 0.010960483973049159)	('>100', 0.0011591477142524123)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0775216906134224)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32_1	(1.0, 51.866736283052774)	(2.0, 23.434477715346958)	(3.0, 11.621440322795229)	(4.0, 5.927137420883841)	(5.0, 3.2019770454392256)	(6.0, 1.6707505072736224)	(7.0, 0.8995704434779022)	(8.0, 0.49231715850821267)	(9.0, 0.28895638592464323)	('>10', 0.5899507401560163)	('>50', 0.005430477205964189)	('>100', 0.0012554999355709783)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32_2	(1.0, 54.0504103107492)	(2.0, 22.830931694054883)	(3.0, 10.970855866098821)	(4.0, 5.487985933538434)	(5.0, 2.9342418148645364)	(6.0, 1.563275012598625)	(7.0, 0.847724386507587)	(8.0, 0.46380742325947144)	(9.0, 0.26859533443102424)	('>10', 0.5189107040715154)	('>50', 0.002157231195231116)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.06110428863067958)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG33 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG33_1	(1.0, 64.67979417980357)	(2.0, 22.14284493198639)	(3.0, 7.77982149374727)	(4.0, 2.9674559054686074)	(5.0, 1.1335900430164831)	(6.0, 0.48856337929047117)	(7.0, 0.24155622496840443)	(8.0, 0.14107730923708295)	(9.0, 0.07869473264701299)	('>10', 0.3395694501283453)	('>50', 0.0032121958367927342)	('>100', 0.0038201538695514263)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG33 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG33_2	(1.0, 66.1492705514765)	(2.0, 21.34332391335512)	(3.0, 7.389575788971698)	(4.0, 2.739082743914378)	(5.0, 1.1037686392676194)	(6.0, 0.45007305819300264)	(7.0, 0.2253058403778299)	(8.0, 0.11782284733580999)	(9.0, 0.079650729164656)	('>10', 0.3309025057025921)	('>50', 0.0032178115326606414)	('>100', 0.0012668147887057958)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.06673875591945903)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG34 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG34_1	(1.0, 62.98391002861836)	(2.0, 21.77584572259318)	(3.0, 8.073479560684307)	(4.0, 3.5747566744685426)	(5.0, 1.6564785406394402)	(6.0, 0.7990679514674741)	(7.0, 0.46290185963782554)	(8.0, 0.22366517750396375)	(9.0, 0.13415632158009522)	('>10', 0.3099014780954789)	('>50', 0.004319856387630277)	('>100', 0.001516828323764802)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG34 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG34_2	(1.0, 64.46795293274403)	(2.0, 20.987061468134478)	(3.0, 7.853912991699527)	(4.0, 3.2585355546178647)	(5.0, 1.56345398083082)	(6.0, 0.7746115708669352)	(7.0, 0.405365140609242)	(8.0, 0.21248846371352326)	(9.0, 0.11493944592230033)	('>10', 0.3136371191123129)	('>50', 0.001079881743602341)	('>100', 0.0012504362210738677)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.045711013784291515)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG35 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG35_1	(1.0, 27.65583946017206)	(2.0, 18.31977172833375)	(3.0, 12.137101909016582)	(4.0, 7.930342283583791)	(5.0, 5.287514508340969)	(6.0, 3.758032718783629)	(7.0, 2.692421029564752)	(8.0, 2.1599253985959743)	(9.0, 1.6202576511812914)	('>10', 13.989075485250648)	('>50', 2.2965967784430013)	('>100', 1.736100266077778)	('>500', 0.2274102620090649)	('>1k', 0.1309540600808201)	('>5k', 0.017499998117087176)	('>10k+', 0.04115646244874079)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG35 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG35_2	(1.0, 30.077707866844587)	(2.0, 18.13315259858056)	(3.0, 11.881473511549403)	(4.0, 7.647362044520654)	(5.0, 4.9802293317058)	(6.0, 3.5367136024645167)	(7.0, 2.68356994195989)	(8.0, 1.948967771600081)	(9.0, 1.635243034437721)	('>10', 13.212001757881342)	('>50', 2.1572150318050842)	('>100', 1.6555836038562353)	('>500', 0.20356542132577987)	('>1k', 0.1167197158275465)	('>5k', 0.017216763261439737)	('>10k+', 0.11327800237950211)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37_1	(1.0, 51.624081641120476)	(2.0, 24.011220298140767)	(3.0, 11.621191446908071)	(4.0, 5.617401027087909)	(5.0, 2.789083819621361)	(6.0, 1.3927397548050768)	(7.0, 0.6896843036004944)	(8.0, 0.386535998819818)	(9.0, 0.2600223658641651)	('>10', 1.0200322250199159)	('>50', 0.3398224173462507)	('>100', 0.24818470166567022)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37_2	(1.0, 53.82698476056434)	(2.0, 23.34999370025183)	(3.0, 10.912918659238034)	(4.0, 5.284443557121046)	(5.0, 2.52768464802505)	(6.0, 1.2463195133470575)	(7.0, 0.6691320033501498)	(8.0, 0.3611283458156503)	(9.0, 0.24473875380684632)	('>10', 0.9334287822819958)	('>50', 0.34827063896568267)	('>100', 0.21763261072777718)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.07732402650448542)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38_1	(1.0, 57.241765926627494)	(2.0, 23.35728816751806)	(3.0, 9.58487045976518)	(4.0, 4.306339572799581)	(5.0, 2.071337962163332)	(6.0, 1.0486785712321876)	(7.0, 0.6010885860077183)	(8.0, 0.3670044372234555)	(9.0, 0.23727025189840342)	('>10', 1.0352490715066835)	('>50', 0.08356630023926001)	('>100', 0.058461014389474375)	('>500', 0.003925882119763588)	('>1k', 0.003153796509380115)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38_2	(1.0, 59.1220399929259)	(2.0, 22.21959232883263)	(3.0, 9.356352075019759)	(4.0, 4.1189480567881915)	(5.0, 1.9840562465406357)	(6.0, 1.0170220298589647)	(7.0, 0.5253183941548449)	(8.0, 0.3315507235700237)	(9.0, 0.20586662587633733)	('>10', 0.9343289000977908)	('>50', 0.06663461124853667)	('>100', 0.05854834988727231)	('>500', 0.004873750068542397)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.054867915130466946)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4_1	(1.0, 55.26652717766726)	(2.0, 24.112555867424774)	(3.0, 10.691367132342988)	(4.0, 4.633121622018164)	(5.0, 2.030710196187741)	(6.0, 0.9321222358024973)	(7.0, 0.4706065989808951)	(8.0, 0.29999603046645473)	(9.0, 0.20458895469991323)	('>10', 1.2818694214830053)	('>50', 0.06773397802602087)	('>100', 0.006879066365685189)	('>500', 0.001921718534593396)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4_2	(1.0, 57.27131163099762)	(2.0, 23.437188906256456)	(3.0, 9.90037715317067)	(4.0, 4.246612797134668)	(5.0, 1.9632430518856208)	(6.0, 0.9425651258397592)	(7.0, 0.481355014864853)	(8.0, 0.303823219797902)	(9.0, 0.17222412229258105)	('>10', 1.1523483859861703)	('>50', 0.050418713882218795)	('>100', 0.005970347922144726)	('>500', 0.001946418950347416)	('>1k', 0.002580363911079487)	('>5k', 0.0)	('>10k+', 0.06803474710783378)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5_1	(1.0, 55.16346040214039)	(2.0, 23.992919684809074)	(3.0, 10.54327318818621)	(4.0, 4.716076024848708)	(5.0, 2.193466846546494)	(6.0, 1.1006763991489004)	(7.0, 0.6361042078114216)	(8.0, 0.368856705975922)	(9.0, 0.26438879804712445)	('>10', 0.9339124465939057)	('>50', 0.07400711647713289)	('>100', 0.010373894453947865)	('>500', 0.002484284960741067)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5_2	(1.0, 57.11554693859115)	(2.0, 23.290523810646274)	(3.0, 9.91298228184145)	(4.0, 4.433964543115441)	(5.0, 2.1275692536782524)	(6.0, 0.986316984915735)	(7.0, 0.5501157690135905)	(8.0, 0.3363370685827797)	(9.0, 0.20468478556084224)	('>10', 0.8742233026298722)	('>50', 0.06538935901956784)	('>100', 0.017608858012302504)	('>500', 0.0024467369679981913)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.08229030742478287)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6_1	(1.0, 43.12170303174583)	(2.0, 23.196236059997766)	(3.0, 12.91435913181842)	(4.0, 7.469912292119576)	(5.0, 4.34960583613533)	(6.0, 2.6342665014407096)	(7.0, 1.554031913545819)	(8.0, 0.9569196557493281)	(9.0, 0.662280458439102)	('>10', 2.6777451949999755)	('>50', 0.26997783601019865)	('>100', 0.18528236053213645)	('>500', 0.0018506205241772176)	('>1k', 0.00582910694158198)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6_2	(1.0, 44.767832040752495)	(2.0, 22.809082575224654)	(3.0, 12.621729562836324)	(4.0, 7.077554371035798)	(5.0, 4.212128853982493)	(6.0, 2.4861547630133147)	(7.0, 1.461278855536913)	(8.0, 0.9696672344656144)	(9.0, 0.5967658721312187)	('>10', 2.5259639006982044)	('>50', 0.2453075391092292)	('>100', 0.17825844853261663)	('>500', 0.0034926548563917075)	('>1k', 0.005712176628359042)	('>5k', 0.0)	('>10k+', 0.039071151196372535)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9_1	(1.0, 48.819983330024485)	(2.0, 23.906967121211256)	(3.0, 12.089438213922714)	(4.0, 6.27738044110112)	(5.0, 3.362879902281664)	(6.0, 1.8186748577200886)	(7.0, 0.9824031443864534)	(8.0, 0.6252376283033687)	(9.0, 0.3598983112932374)	('>10', 1.2742879010907173)	('>50', 0.2487244159708022)	('>100', 0.23412473269412976)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9_2	(1.0, 51.14741917415636)	(2.0, 23.104734679330576)	(3.0, 11.549687880203303)	(4.0, 5.995477957294902)	(5.0, 3.1053253053163004)	(6.0, 1.6228996327239054)	(7.0, 0.8953958163586717)	(8.0, 0.5353089019089967)	(9.0, 0.34960492826740186)	('>10', 1.1544663304277851)	('>50', 0.23000899565116106)	('>100', 0.24076957000531324)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.06890082835522213)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662_1	(1.0, 26.144212430946972)	(2.0, 18.952790583435394)	(3.0, 13.47837025142977)	(4.0, 9.14872242634769)	(5.0, 6.257560600242121)	(6.0, 4.333465584716131)	(7.0, 3.269512063303533)	(8.0, 2.4568821348554)	(9.0, 1.9446127138621168)	('>10', 13.393571046418348)	('>50', 0.5718337084112415)	('>100', 0.048466456031274446)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662_2	(1.0, 31.455939021180924)	(2.0, 18.22746132053772)	(3.0, 12.764530606619251)	(4.0, 8.43923675714898)	(5.0, 5.724478527193457)	(6.0, 3.975045514090527)	(7.0, 2.9000146176241874)	(8.0, 2.2532478261495585)	(9.0, 1.7303801772139864)	('>10', 11.85058399675877)	('>50', 0.42538491190344624)	('>100', 0.06777943311937729)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.18591729045989772)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663_1	(1.0, 58.36800683277067)	(2.0, 25.14808793920922)	(3.0, 10.428251662352892)	(4.0, 3.78264820369184)	(5.0, 1.3152817075572956)	(6.0, 0.49907464052310324)	(7.0, 0.1964580129084626)	(8.0, 0.09338658323422887)	(9.0, 0.04069906853301423)	('>10', 0.12086244426177868)	('>50', 0.0011925101932227448)	('>100', 0.006050394764336254)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663_2	(1.0, 61.588502879920895)	(2.0, 23.453062297837686)	(3.0, 9.4321153458021)	(4.0, 3.4286096494116998)	(5.0, 1.186136541784711)	(6.0, 0.43498423869630326)	(7.0, 0.1648883325098592)	(8.0, 0.06387753628327057)	(9.0, 0.032520864933818644)	('>10', 0.11404793940561425)	('>50', 0.003535635301023187)	('>100', 0.004960767581078648)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0927579705319624)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668_1	(1.0, 59.74948837099775)	(2.0, 24.97308325131789)	(3.0, 9.193660284830038)	(4.0, 3.278008588018551)	(5.0, 1.3047471458244422)	(6.0, 0.6200425424788744)	(7.0, 0.3016234776185451)	(8.0, 0.15927350017769576)	(9.0, 0.11591588288685073)	('>10', 0.2860717789479815)	('>50', 0.0035324360697784477)	('>100', 0.001374005503565104)	('>500', 0.0)	('>1k', 0.01317873532803213)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668_2	(1.0, 62.97873161562333)	(2.0, 23.0934409323235)	(3.0, 8.432941387639538)	(4.0, 2.933472770832361)	(5.0, 1.146438180356933)	(6.0, 0.5366785347129478)	(7.0, 0.26590914945334215)	(8.0, 0.1499731282648794)	(9.0, 0.11070103950189178)	('>10', 0.23379202076926311)	('>50', 0.005857543456096293)	('>100', 0.0012915310215323927)	('>500', 0.004419790792333659)	('>1k', 0.007642785960100595)	('>5k', 0.0)	('>10k+', 0.09870958929196903)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671_1	(1.0, 60.83276570540257)	(2.0, 24.768820108746418)	(3.0, 9.283025376813322)	(4.0, 3.141526068537233)	(5.0, 1.0709429683669938)	(6.0, 0.4058805787464933)	(7.0, 0.1826956555293712)	(8.0, 0.09160072667711809)	(9.0, 0.06838026584921734)	('>10', 0.14691231839806354)	('>50', 0.0011988924874995973)	('>100', 0.006251334445703279)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671_2	(1.0, 64.18190976296732)	(2.0, 22.8404055348613)	(3.0, 8.226203659507405)	(4.0, 2.9144318427998783)	(5.0, 0.9670499154909707)	(6.0, 0.34175956523499285)	(7.0, 0.14700923132206825)	(8.0, 0.07421146809000427)	(9.0, 0.06116034182980793)	('>10', 0.14993359277772933)	('>50', 0.0011717323595043228)	('>100', 0.0032253032357021107)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.09152804952331672)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677_1	(1.0, 56.18513578864437)	(2.0, 25.727031849029323)	(3.0, 10.966468676897563)	(4.0, 4.160580727216904)	(5.0, 1.6699586677534364)	(6.0, 0.6642850121379894)	(7.0, 0.28335699823258187)	(8.0, 0.14362389685482663)	(9.0, 0.058231641217658205)	('>10', 0.13772868047251607)	('>50', 0.0035980615428195823)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677_2	(1.0, 59.34404678751757)	(2.0, 24.14501459362747)	(3.0, 10.013035608335139)	(4.0, 3.824873494858786)	(5.0, 1.4659735182096088)	(6.0, 0.5980015627622788)	(7.0, 0.2526779192570473)	(8.0, 0.10991161434603161)	(9.0, 0.058176200353514396)	('>10', 0.11690449713600001)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.07138420359654463)
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690_1	(1.0, 52.34683862039299)	(2.0, 25.402725609045795)	(3.0, 11.892333256468882)	(4.0, 5.252298657938544)	(5.0, 2.5056965711214927)	(6.0, 1.1616993558620967)	(7.0, 0.5950896422616819)	(8.0, 0.3364664685371956)	(9.0, 0.18346564133117166)	('>10', 0.317107304764481)	('>50', 0.0)	('>100', 0.0013862650565793122)	('>500', 0.0048926072191021975)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
