.	Basic Statistics	Per Base Sequence Quality	Per Tile Sequence Quality	Per Sequence Quality Scores	Per Base Sequence Content	Per Sequence GC Content	Per Base N Content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented Sequences	Adapter Content
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1159_2	1	1	1	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_1	1	1	0.25	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1160_2	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_1	1	1	0.25	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1161_2	1	1	1	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_1	1	1	0.25	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1163_2	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_1	1	1	0.25	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1164_2	1	1	1	1	0.25	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_1	1	1	0.25	1	0.25	0.5	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1165_2	1	1	1	1	0.25	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_1	1	1	0.25	1	0.25	0.25	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1166_2	1	1	1	1	0.25	0.25	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_1	1	1	0.25	1	0.25	0.5	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1167_2	1	1	1	1	0.25	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_1	1	1	0.25	1	0.5	0.25	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1168_2	1	1	1	1	0.5	0.25	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_1	1	1	0.25	1	0.25	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1169_2	1	1	1	1	0.25	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_1	1	1	0.25	1	0.5	1	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1170_2	1	1	1	1	0.5	1	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_1	1	1	0.25	1	0.25	1	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1171_2	1	1	1	1	0.25	1	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_1	1	1	0.25	1	0.25	0.25	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1172_2	1	1	1	1	0.25	0.25	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_1	1	1	0.25	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1173_2	1	1	1	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_1	1	1	0.25	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1174_2	1	1	1	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_1	1	1	0.25	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1175_2	1	1	1	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176_1	1	1	0.25	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1176_2	1	1	1	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177_1	1	1	0.25	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1177_2	1	1	1	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178_1	1	1	0.25	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1178_2	1	1	1	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179_1	1	1	0.25	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1179_2	1	1	1	1	0.25	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180_1	1	1	0.25	1	0.25	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1180_2	1	1	1	1	0.25	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181_1	1	1	0.25	1	0.25	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1181_2	1	1	1	1	0.25	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182_1	1	1	0.25	1	0.5	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1182_2	1	1	1	1	0.5	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183_1	1	1	0.25	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1183_2	1	1	1	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184_1	1	1	0.25	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1184_2	1	1	1	1	0.25	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185_1	1	1	0.25	1	0.25	0.5	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1185_2	1	1	1	1	0.25	0.5	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18_1	1	1	0.25	1	0.5	0.25	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG18_2	1	1	1	1	0.5	0.25	1	1	0.25	0.5	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23_1	1	1	0.25	1	0.5	0.25	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG23_2	1	1	1	1	0.5	0.25	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29_1	1	1	0.25	1	0.5	0.25	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG29_2	1	1	1	1	0.25	0.25	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73_1	1	1	0.25	1	0.25	0.5	1	1	1	1	0.5
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG73_2	1	1	1	1	0.5	0.5	1	1	1	1	0.5
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82_1	1	1	0.25	1	0.25	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 230804_PRISMA_Batch5_P3_for_Q | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82 | AAAWJV5HV_230321_MG_Batch5_23s001006-1-1_Gross_lane1MG82_2	1	1	1	1	0.25	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG186_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187_1	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG187_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG188_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189_1	1	1	1	1	1	1	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG189_2	1	1	1	1	1	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG190_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191_1	1	1	1	1	1	0.5	1	1	0.25	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG191_2	1	1	1	1	1	0.5	1	1	0.25	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG192_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG193_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG194_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195_1	1	1	1	1	1	1	1	1	0.5	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG195_2	1	1	1	1	1	1	1	1	0.5	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196_1	1	1	1	1	1	0.5	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG196_2	1	1	1	1	1	0.5	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG197_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198_1	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG198_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG199_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200_1	1	1	1	1	1	1	1	1	1	0.5	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG200_2	1	1	1	1	1	1	1	1	1	1	1
/ | scratch | karcher | fastqc | 240813_MG011_PRISMA_NovaSeq_final_for_Q | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201 | H5YFCDSXC_240813_MG_PRISMA_24s001116-1-1_Gross_lane1MG201_1	1	1	1	1	1	1	1	1	1	0.5	1
