Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG31 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG31_2	(13.0, 1.0)	(14.0, 9.0)	(15.0, 9.0)	(16.0, 53.0)	(17.0, 252.0)	(18.0, 1481.0)	(19.0, 5669.0)	(20.0, 14827.0)	(21.0, 27926.0)	(22.0, 45945.0)	(23.0, 70156.0)	(24.0, 110488.0)	(25.0, 169023.0)	(26.0, 264035.0)	(27.0, 389087.0)	(28.0, 584293.0)	(29.0, 865223.0)	(30.0, 1389994.0)	(31.0, 2567500.0)	(32.0, 7842338.0)	(33.0, 23323192.0)	(34.0, 221883.0)									
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32_1	(18.0, 37.0)	(19.0, 361.0)	(20.0, 2397.0)	(21.0, 8983.0)	(22.0, 22311.0)	(23.0, 41801.0)	(24.0, 73744.0)	(25.0, 124207.0)	(26.0, 205718.0)	(27.0, 324630.0)	(28.0, 503250.0)	(29.0, 734565.0)	(30.0, 1111514.0)	(31.0, 1786815.0)	(32.0, 4597932.0)	(33.0, 27980143.0)	(34.0, 636322.0)														
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG32_2	(13.0, 1.0)	(14.0, 2.0)	(15.0, 8.0)	(16.0, 38.0)	(17.0, 282.0)	(18.0, 1297.0)	(19.0, 4862.0)	(20.0, 12682.0)	(21.0, 24482.0)	(22.0, 39788.0)	(23.0, 61161.0)	(24.0, 98091.0)	(25.0, 155310.0)	(26.0, 243855.0)	(27.0, 366584.0)	(28.0, 557549.0)	(29.0, 829569.0)	(30.0, 1343450.0)	(31.0, 2523213.0)	(32.0, 8020239.0)	(33.0, 23681615.0)	(34.0, 190652.0)									
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG33 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG33_1	(17.0, 3.0)	(18.0, 38.0)	(19.0, 603.0)	(20.0, 3948.0)	(21.0, 14210.0)	(22.0, 32960.0)	(23.0, 57802.0)	(24.0, 98015.0)	(25.0, 161803.0)	(26.0, 266974.0)	(27.0, 417698.0)	(28.0, 644425.0)	(29.0, 940837.0)	(30.0, 1422166.0)	(31.0, 2306773.0)	(32.0, 6026620.0)	(33.0, 34054671.0)	(34.0, 687993.0)													
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG33 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG33_2	(14.0, 5.0)	(15.0, 3.0)	(16.0, 73.0)	(17.0, 464.0)	(18.0, 2212.0)	(19.0, 7508.0)	(20.0, 18323.0)	(21.0, 32072.0)	(22.0, 49910.0)	(23.0, 73669.0)	(24.0, 116995.0)	(25.0, 183139.0)	(26.0, 290158.0)	(27.0, 438929.0)	(28.0, 673531.0)	(29.0, 1019783.0)	(30.0, 1664580.0)	(31.0, 3147139.0)	(32.0, 10030662.0)	(33.0, 29162099.0)	(34.0, 226285.0)										
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG34 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG34_1	(17.0, 1.0)	(18.0, 61.0)	(19.0, 531.0)	(20.0, 3462.0)	(21.0, 13057.0)	(22.0, 31403.0)	(23.0, 58057.0)	(24.0, 100573.0)	(25.0, 168827.0)	(26.0, 275431.0)	(27.0, 429573.0)	(28.0, 659917.0)	(29.0, 954039.0)	(30.0, 1426611.0)	(31.0, 2263337.0)	(32.0, 5704429.0)	(33.0, 34594708.0)	(34.0, 796925.0)													
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG34 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG34_2	(14.0, 3.0)	(15.0, 8.0)	(16.0, 41.0)	(17.0, 300.0)	(18.0, 1715.0)	(19.0, 5932.0)	(20.0, 15864.0)	(21.0, 29439.0)	(22.0, 47827.0)	(23.0, 73383.0)	(24.0, 118764.0)	(25.0, 188323.0)	(26.0, 299811.0)	(27.0, 453691.0)	(28.0, 695397.0)	(29.0, 1035462.0)	(30.0, 1662389.0)	(31.0, 3085843.0)	(32.0, 9864345.0)	(33.0, 29672840.0)	(34.0, 229565.0)										
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG35 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG35_1	(17.0, 1.0)	(18.0, 39.0)	(19.0, 484.0)	(20.0, 3179.0)	(21.0, 11984.0)	(22.0, 29031.0)	(23.0, 53874.0)	(24.0, 96389.0)	(25.0, 165897.0)	(26.0, 280015.0)	(27.0, 441490.0)	(28.0, 682863.0)	(29.0, 993709.0)	(30.0, 1487303.0)	(31.0, 2364135.0)	(32.0, 6058577.0)	(33.0, 38237353.0)	(34.0, 781998.0)													
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG35 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG35_2	(14.0, 3.0)	(15.0, 5.0)	(16.0, 45.0)	(17.0, 342.0)	(18.0, 2112.0)	(19.0, 8038.0)	(20.0, 19604.0)	(21.0, 32684.0)	(22.0, 48254.0)	(23.0, 69812.0)	(24.0, 112336.0)	(25.0, 179186.0)	(26.0, 288538.0)	(27.0, 439575.0)	(28.0, 679897.0)	(29.0, 1026562.0)	(30.0, 1664296.0)	(31.0, 3079252.0)	(32.0, 10012374.0)	(33.0, 33726497.0)	(34.0, 298909.0)										
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37_1	(17.0, 3.0)	(18.0, 33.0)	(19.0, 434.0)	(20.0, 2945.0)	(21.0, 11284.0)	(22.0, 28580.0)	(23.0, 53140.0)	(24.0, 92888.0)	(25.0, 155009.0)	(26.0, 255984.0)	(27.0, 399611.0)	(28.0, 616177.0)	(29.0, 895654.0)	(30.0, 1348921.0)	(31.0, 2169391.0)	(32.0, 5561910.0)	(33.0, 33790678.0)	(34.0, 775429.0)													
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG37_2	(14.0, 2.0)	(15.0, 11.0)	(16.0, 60.0)	(17.0, 311.0)	(18.0, 1795.0)	(19.0, 6561.0)	(20.0, 17040.0)	(21.0, 30672.0)	(22.0, 49438.0)	(23.0, 75168.0)	(24.0, 120167.0)	(25.0, 187139.0)	(26.0, 294128.0)	(27.0, 439615.0)	(28.0, 669194.0)	(29.0, 998570.0)	(30.0, 1621863.0)	(31.0, 3041005.0)	(32.0, 9664803.0)	(33.0, 28703079.0)	(34.0, 237450.0)										
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38_1	(18.0, 31.0)	(19.0, 423.0)	(20.0, 2947.0)	(21.0, 11157.0)	(22.0, 28640.0)	(23.0, 51252.0)	(24.0, 87544.0)	(25.0, 143728.0)	(26.0, 234213.0)	(27.0, 363548.0)	(28.0, 556815.0)	(29.0, 804821.0)	(30.0, 1198653.0)	(31.0, 1900441.0)	(32.0, 4693843.0)	(33.0, 29999838.0)	(34.0, 791226.0)														
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG38_2	(13.0, 2.0)	(14.0, 3.0)	(15.0, 13.0)	(16.0, 49.0)	(17.0, 320.0)	(18.0, 1410.0)	(19.0, 5319.0)	(20.0, 13615.0)	(21.0, 25467.0)	(22.0, 41522.0)	(23.0, 64060.0)	(24.0, 101363.0)	(25.0, 159900.0)	(26.0, 250512.0)	(27.0, 378522.0)	(28.0, 577862.0)	(29.0, 858846.0)	(30.0, 1384715.0)	(31.0, 2547620.0)	(32.0, 8004603.0)	(33.0, 26203951.0)	(34.0, 249446.0)									
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4_1	(17.0, 3.0)	(18.0, 52.0)	(19.0, 506.0)	(20.0, 3372.0)	(21.0, 12859.0)	(22.0, 30877.0)	(23.0, 56033.0)	(24.0, 97751.0)	(25.0, 163590.0)	(26.0, 270422.0)	(27.0, 426656.0)	(28.0, 659293.0)	(29.0, 963897.0)	(30.0, 1458962.0)	(31.0, 2345504.0)	(32.0, 5954747.0)	(33.0, 36895200.0)	(34.0, 920108.0)													
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG4_2	(13.0, 1.0)	(14.0, 3.0)	(15.0, 15.0)	(16.0, 57.0)	(17.0, 375.0)	(18.0, 1943.0)	(19.0, 7197.0)	(20.0, 18406.0)	(21.0, 33400.0)	(22.0, 53633.0)	(23.0, 80990.0)	(24.0, 129201.0)	(25.0, 201198.0)	(26.0, 318188.0)	(27.0, 476931.0)	(28.0, 727455.0)	(29.0, 1084327.0)	(30.0, 1764291.0)	(31.0, 3308969.0)	(32.0, 10382419.0)	(33.0, 31390040.0)	(34.0, 280793.0)									
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5_1	(17.0, 3.0)	(18.0, 28.0)	(19.0, 345.0)	(20.0, 2304.0)	(21.0, 8820.0)	(22.0, 22319.0)	(23.0, 43019.0)	(24.0, 77249.0)	(25.0, 131036.0)	(26.0, 221215.0)	(27.0, 352202.0)	(28.0, 550291.0)	(29.0, 808393.0)	(30.0, 1225610.0)	(31.0, 1988284.0)	(32.0, 5151438.0)	(33.0, 32247542.0)	(34.0, 728909.0)													
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG5_2	(14.0, 2.0)	(15.0, 2.0)	(16.0, 38.0)	(17.0, 287.0)	(18.0, 1712.0)	(19.0, 6154.0)	(20.0, 15549.0)	(21.0, 28290.0)	(22.0, 44655.0)	(23.0, 68198.0)	(24.0, 110363.0)	(25.0, 174213.0)	(26.0, 275456.0)	(27.0, 414505.0)	(28.0, 630537.0)	(29.0, 942239.0)	(30.0, 1537702.0)	(31.0, 2919643.0)	(32.0, 9351292.0)	(33.0, 26834669.0)	(34.0, 203501.0)										
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6_1	(17.0, 2.0)	(18.0, 69.0)	(19.0, 789.0)	(20.0, 5069.0)	(21.0, 17563.0)	(22.0, 40295.0)	(23.0, 71071.0)	(24.0, 124666.0)	(25.0, 213502.0)	(26.0, 357802.0)	(27.0, 565577.0)	(28.0, 875755.0)	(29.0, 1267979.0)	(30.0, 1890734.0)	(31.0, 2961633.0)	(32.0, 7239090.0)	(33.0, 50430692.0)	(34.0, 1390248.0)													
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG6_2	(15.0, 6.0)	(16.0, 65.0)	(17.0, 539.0)	(18.0, 2531.0)	(19.0, 9004.0)	(20.0, 22992.0)	(21.0, 40283.0)	(22.0, 60490.0)	(23.0, 89202.0)	(24.0, 144304.0)	(25.0, 231044.0)	(26.0, 373238.0)	(27.0, 572801.0)	(28.0, 883367.0)	(29.0, 1326451.0)	(30.0, 2121742.0)	(31.0, 3835229.0)	(32.0, 12194210.0)	(33.0, 45092469.0)	(34.0, 452569.0)											
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9_1	(17.0, 3.0)	(18.0, 39.0)	(19.0, 440.0)	(20.0, 2933.0)	(21.0, 11412.0)	(22.0, 27040.0)	(23.0, 48345.0)	(24.0, 83578.0)	(25.0, 139217.0)	(26.0, 232128.0)	(27.0, 365599.0)	(28.0, 568226.0)	(29.0, 831225.0)	(30.0, 1261271.0)	(31.0, 2017033.0)	(32.0, 5092366.0)	(33.0, 32086974.0)	(34.0, 868444.0)													
/ | scratch | karcher | fastqc | 230111_PRISMA_Batch1_P3_for_Q | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9 | AAAY7KJHV_230111_MG_Batch1_23s000063-1-1_Gross_lane1MG9_2	(15.0, 17.0)	(16.0, 57.0)	(17.0, 339.0)	(18.0, 1810.0)	(19.0, 6354.0)	(20.0, 15839.0)	(21.0, 28350.0)	(22.0, 45162.0)	(23.0, 68104.0)	(24.0, 108955.0)	(25.0, 170363.0)	(26.0, 270720.0)	(27.0, 407745.0)	(28.0, 625162.0)	(29.0, 934747.0)	(30.0, 1521906.0)	(31.0, 2842920.0)	(32.0, 8951162.0)	(33.0, 27387198.0)	(34.0, 249363.0)											
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662_1	(18.0, 87.0)	(19.0, 620.0)	(20.0, 3193.0)	(21.0, 10167.0)	(22.0, 22908.0)	(23.0, 41972.0)	(24.0, 68579.0)	(25.0, 110817.0)	(26.0, 183552.0)	(27.0, 299950.0)	(28.0, 476996.0)	(29.0, 745003.0)	(30.0, 1187059.0)	(31.0, 2088526.0)	(32.0, 5482982.0)	(33.0, 44848967.0)	(34.0, 2967290.0)														
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1662_2	(13.0, 1.0)	(14.0, 17.0)	(15.0, 96.0)	(16.0, 266.0)	(17.0, 1017.0)	(18.0, 4827.0)	(19.0, 17094.0)	(20.0, 36683.0)	(21.0, 58832.0)	(22.0, 87091.0)	(23.0, 131208.0)	(24.0, 196427.0)	(25.0, 265498.0)	(26.0, 329929.0)	(27.0, 489752.0)	(28.0, 759536.0)	(29.0, 1204355.0)	(30.0, 2068022.0)	(31.0, 4233011.0)	(32.0, 12683069.0)	(33.0, 35103619.0)	(34.0, 868318.0)									
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663_1	(18.0, 10.0)	(19.0, 133.0)	(20.0, 878.0)	(21.0, 3081.0)	(22.0, 7553.0)	(23.0, 14284.0)	(24.0, 25288.0)	(25.0, 43458.0)	(26.0, 75424.0)	(27.0, 126870.0)	(28.0, 205259.0)	(29.0, 321277.0)	(30.0, 507065.0)	(31.0, 891634.0)	(32.0, 2559614.0)	(33.0, 21468820.0)	(34.0, 1175889.0)														
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1663_2	(13.0, 2.0)	(14.0, 6.0)	(15.0, 25.0)	(16.0, 99.0)	(17.0, 397.0)	(18.0, 1430.0)	(19.0, 4303.0)	(20.0, 9589.0)	(21.0, 16638.0)	(22.0, 27942.0)	(23.0, 46454.0)	(24.0, 74406.0)	(25.0, 102146.0)	(26.0, 123405.0)	(27.0, 185218.0)	(28.0, 289241.0)	(29.0, 467973.0)	(30.0, 829241.0)	(31.0, 1836761.0)	(32.0, 6282445.0)	(33.0, 16772510.0)	(34.0, 356306.0)									
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668_1	(18.0, 16.0)	(19.0, 147.0)	(20.0, 944.0)	(21.0, 3469.0)	(22.0, 8095.0)	(23.0, 15171.0)	(24.0, 26066.0)	(25.0, 45190.0)	(26.0, 78265.0)	(27.0, 131532.0)	(28.0, 213109.0)	(29.0, 336426.0)	(30.0, 538886.0)	(31.0, 969256.0)	(32.0, 2890288.0)	(33.0, 21112492.0)	(34.0, 942187.0)														
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1668_2	(13.0, 3.0)	(14.0, 14.0)	(15.0, 28.0)	(16.0, 116.0)	(17.0, 416.0)	(18.0, 1507.0)	(19.0, 4347.0)	(20.0, 9516.0)	(21.0, 17269.0)	(22.0, 28995.0)	(23.0, 47049.0)	(24.0, 75022.0)	(25.0, 101448.0)	(26.0, 125008.0)	(27.0, 190679.0)	(28.0, 303962.0)	(29.0, 499487.0)	(30.0, 904360.0)	(31.0, 2019087.0)	(32.0, 6695845.0)	(33.0, 15992801.0)	(34.0, 294580.0)									
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671_1	(18.0, 9.0)	(19.0, 74.0)	(20.0, 455.0)	(21.0, 1793.0)	(22.0, 4418.0)	(23.0, 9039.0)	(24.0, 16882.0)	(25.0, 31733.0)	(26.0, 57362.0)	(27.0, 100650.0)	(28.0, 166156.0)	(29.0, 265300.0)	(30.0, 427698.0)	(31.0, 766234.0)	(32.0, 2305068.0)	(33.0, 18125794.0)	(34.0, 795767.0)														
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1671_2	(14.0, 13.0)	(15.0, 26.0)	(16.0, 85.0)	(17.0, 351.0)	(18.0, 1169.0)	(19.0, 3430.0)	(20.0, 7287.0)	(21.0, 12662.0)	(22.0, 21550.0)	(23.0, 36712.0)	(24.0, 60653.0)	(25.0, 83920.0)	(26.0, 104457.0)	(27.0, 160551.0)	(28.0, 255674.0)	(29.0, 418769.0)	(30.0, 761926.0)	(31.0, 1738201.0)	(32.0, 5880711.0)	(33.0, 13298788.0)	(34.0, 227497.0)										
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677_1	(17.0, 1.0)	(18.0, 7.0)	(19.0, 87.0)	(20.0, 579.0)	(21.0, 2100.0)	(22.0, 5273.0)	(23.0, 9728.0)	(24.0, 16867.0)	(25.0, 31068.0)	(26.0, 56125.0)	(27.0, 96822.0)	(28.0, 159024.0)	(29.0, 251684.0)	(30.0, 398692.0)	(31.0, 696520.0)	(32.0, 2049772.0)	(33.0, 17214068.0)	(34.0, 751602.0)													
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1677_2	(13.0, 1.0)	(14.0, 10.0)	(15.0, 24.0)	(16.0, 77.0)	(17.0, 267.0)	(18.0, 1003.0)	(19.0, 2999.0)	(20.0, 6656.0)	(21.0, 11496.0)	(22.0, 18622.0)	(23.0, 30470.0)	(24.0, 51166.0)	(25.0, 71758.0)	(26.0, 84837.0)	(27.0, 131199.0)	(28.0, 209889.0)	(29.0, 344514.0)	(30.0, 616261.0)	(31.0, 1372590.0)	(32.0, 4939887.0)	(33.0, 13576114.0)	(34.0, 270179.0)									
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690_1	(18.0, 8.0)	(19.0, 86.0)	(20.0, 542.0)	(21.0, 1976.0)	(22.0, 5052.0)	(23.0, 9675.0)	(24.0, 17546.0)	(25.0, 31927.0)	(26.0, 58138.0)	(27.0, 101456.0)	(28.0, 166550.0)	(29.0, 266728.0)	(30.0, 428284.0)	(31.0, 767464.0)	(32.0, 2284051.0)	(33.0, 18902045.0)	(34.0, 863712.0)														
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1690_2	(13.0, 1.0)	(14.0, 10.0)	(15.0, 27.0)	(16.0, 72.0)	(17.0, 301.0)	(18.0, 1298.0)	(19.0, 3800.0)	(20.0, 8460.0)	(21.0, 14146.0)	(22.0, 22486.0)	(23.0, 37968.0)	(24.0, 61871.0)	(25.0, 85955.0)	(26.0, 106056.0)	(27.0, 162242.0)	(28.0, 258839.0)	(29.0, 423772.0)	(30.0, 767519.0)	(31.0, 1740429.0)	(32.0, 5904755.0)	(33.0, 14046672.0)	(34.0, 258561.0)									
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693_1	(18.0, 5.0)	(19.0, 94.0)	(20.0, 628.0)	(21.0, 2182.0)	(22.0, 5784.0)	(23.0, 10815.0)	(24.0, 19308.0)	(25.0, 34835.0)	(26.0, 62527.0)	(27.0, 107907.0)	(28.0, 176988.0)	(29.0, 280300.0)	(30.0, 447445.0)	(31.0, 790778.0)	(32.0, 2329018.0)	(33.0, 19401606.0)	(34.0, 909334.0)														
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1693_2	(13.0, 2.0)	(14.0, 9.0)	(15.0, 32.0)	(16.0, 91.0)	(17.0, 326.0)	(18.0, 1218.0)	(19.0, 3641.0)	(20.0, 7769.0)	(21.0, 13587.0)	(22.0, 22239.0)	(23.0, 36771.0)	(24.0, 60815.0)	(25.0, 84052.0)	(26.0, 101301.0)	(27.0, 154666.0)	(28.0, 248155.0)	(29.0, 406645.0)	(30.0, 729962.0)	(31.0, 1641188.0)	(32.0, 5757055.0)	(33.0, 15027335.0)	(34.0, 282695.0)									
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694_1	(17.0, 1.0)	(18.0, 4.0)	(19.0, 63.0)	(20.0, 365.0)	(21.0, 1334.0)	(22.0, 3430.0)	(23.0, 6715.0)	(24.0, 12318.0)	(25.0, 22848.0)	(26.0, 41873.0)	(27.0, 72402.0)	(28.0, 118029.0)	(29.0, 186335.0)	(30.0, 295324.0)	(31.0, 521232.0)	(32.0, 1581550.0)	(33.0, 12598591.0)	(34.0, 503775.0)													
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1694_2	(14.0, 3.0)	(15.0, 13.0)	(16.0, 57.0)	(17.0, 204.0)	(18.0, 664.0)	(19.0, 1971.0)	(20.0, 4428.0)	(21.0, 7833.0)	(22.0, 13080.0)	(23.0, 22247.0)	(24.0, 37685.0)	(25.0, 52259.0)	(26.0, 61500.0)	(27.0, 94840.0)	(28.0, 152719.0)	(29.0, 251920.0)	(30.0, 451835.0)	(31.0, 1021799.0)	(32.0, 3742790.0)	(33.0, 9868517.0)	(34.0, 179825.0)										
/ | scratch | karcher | fastqc | 230727_PRISMA_Batch2_P3_for_Q | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1697 | AAAWNKKHV_230321_MG_Batch2_P3_23s002005-1-1_Gross_lane1697_1	(18.0, 12.0)	(19.0, 118.0)	(20.0, 590.0)	(21.0, 2207.0)	(22.0, 5169.0)	(23.0, 9492.0)	(24.0, 16491.0)	(25.0, 29143.0)	(26.0, 51312.0)	(27.0, 87914.0)	(28.0, 143990.0)	(29.0, 228240.0)	(30.0, 365927.0)	(31.0, 651082.0)	(32.0, 1909411.0)	(33.0, 15149082.0)	(34.0, 750745.0)														
